emotion,image_id,filename,score
anger,image_815,ralph-hotere_black-painting-1964.jpg,0.042
anger,image_338,basil-beattie_orange-no-1-1969.jpg,0.042
anger,image_212,jean-messagier_tranche-courants-1971.jpg,0.042
anger,image_78,jean-degottex_red-petal-2-1972.jpg,0.042
anger,image_768,warren-rohrer_edge-4-1985.jpg,0.042
anger,image_536,sam-francis_untitled-1984-1.jpg,0.043
anger,image_860,esteban-vicente_red-field-1972.jpg,0.043
anger,image_583,victor-servranckx_opus-55-r-gne-de-l-acier-poli-heerschappij-van-gepolijst-staal-1923.jpg,0.043
anger,image_375,chu-teh-chun_clair-d-obscurite-1988.jpg,0.043
anger,image_406,richard-mortensen_movement-in-nature-1938.jpg,0.045
anger,image_327,conrad-marca-relli_the-surge-1958.jpg,0.045
anger,image_231,jack-tworkov_flowering-white-1949.jpg,0.083
anger,image_637,chu-teh-chun_composition-1977.jpg,0.083
anger,image_691,joan-miro_not_detected_227973.jpg,0.083
anger,image_622,pierre-tal-coat_composition-1954.jpg,0.087
anger,image_129,mark-rothko_black-on-maroon-3.jpg,0.091
anger,image_904,paul-reed_upstart-18f-1965.jpg,0.091
anger,image_601,jackson-pollock_mural.jpg,0.125
anger,image_148,theo-gerber_brousse-africaine-1958.jpg,0.13
anger,image_708,bob-law_drawing-25-4-60-1960.jpg,0.13
anger,image_492,philip-guston_zone.jpg,0.13
anger,image_777,antonio-areal_untitled-1962.jpg,0.13
anger,image_516,morris-graves_machine-age-noise-1957.jpg,0.136
anger,image_620,nicolas-de-sta-l_fleurs-rouges-1952.jpg,0.136
anger,image_757,helmut-sturm_the-blue-phantom-1961.jpg,0.136
anger,image_549,jock-macdonald_from-a-riviera-window-1955.jpg,0.167
anger,image_328,antonio-sanfilippo_composizione-1955.jpg,0.167
anger,image_20,esteban-vicente_untitled-1959.jpg,0.167
anger,image_867,modest-cuixart_pintura-i-mat-ries-1960.jpg,0.174
anger,image_486,jean-rene-bazaine_hollande-1956.jpg,0.174
anger,image_384,hans-hofmann_the-garden-1956.jpg,0.174
anger,image_910,clyfford-still_1957-d-no-1-1957(1).jpg,0.182
anger,image_46,arthur-beecher-carles_landscape-1921.jpg,0.182
anger,image_575,bice-lazzari_racconto-n-2-1955(2).jpg,0.182
anger,image_531,gillian-ayres_this-sweet-and-merry-month-1983.jpg,0.182
anger,image_848,barnett-newman_vir-heroicus-sublimis-1951.jpg,0.182
anger,image_715,claude-tousignant_monochrome-orang-1956.jpg,0.19
anger,image_452,peter-alexander_contoy-1988.jpg,0.19
anger,image_160,jean-degottex_wave-1954.jpg,0.208
anger,image_51,albert-bitran_moins-visible-1972.jpg,0.208
anger,image_614,bram-van-velde_desertique-1981.jpg,0.217
anger,image_76,mark-rothko_untitled-1970.jpg,0.217
anger,image_855,willem-de-kooning_merritt-parkway-1959.jpg,0.227
anger,image_177,peter-busa_venetian-glow-1959.jpg,0.227
anger,image_674,bice-lazzari_rhythm-1956(2).jpg,0.227
anger,image_760,milton-resnick_cargo-1957.jpg,0.238
anger,image_556,jean-paul-riopelle_untitled-composition-1951.jpg,0.25
anger,image_686,jock-macdonald_primordial-fire-1957.jpg,0.261
anger,image_809,carl-buchheister_untitled-no-70-1960.jpg,0.273
anger,image_181,taro-yamamoto_abstract-1957.jpg,0.273
anger,image_422,doug-ohlson_china-series-a-flamingo-1975.jpg,0.286
anger,image_792,jean-paul-riopelle_pavane-1954.jpg,0.286
anger,image_632,sam-gilliam_red-april-1970.jpg,0.304
anger,image_249,mario-prassinos_untitled-1956.jpg,0.304
anger,image_843,victor-hugo_composition-with-taches-1875.jpg,0.304
anger,image_570,frank-lobdell_july-1954-1954.jpg,0.304
anger,image_678,gerard-fromanger_drapeau-fran-aise-le-rouge-1968.jpg,0.318
anger,image_907,afro_untitled-1964.jpg,0.318
anger,image_788,ernst-wilhelm-nay_farbspiele-1952.jpg,0.333
anger,image_856,rene-duvillier_vent-1960-1.jpg,0.364
anger,image_702,luis-feito_untitled-1964.jpg,0.364
anger,image_36,bernard-cohen_floris-1964.jpg,0.364
anger,image_203,jean-rene-bazaine_chicago-detail-1953.jpg,0.375
anger,image_721,jean-fautrier_composition-1958.jpg,0.375
anger,image_2,jean-miotte_ohara-1962.jpg,0.381
anger,image_822,fritz-winter_untitled-1950.jpg,0.391
anger,image_167,marcel-barbeau_le-tumulte-la-m-choire-crisp-e-1946.jpg,0.409
anger,image_313,elaine-de-kooning_sunday-afternoon-1957.jpg,0.409
anger,image_688,louis-schanker_circle-image-no-25-1954.jpg,0.409
anger,image_735,robert-goodnough_untitled-1958.jpg,0.409
anger,image_131,joan-mitchell_city-landscape-1955(1).jpg,0.417
anger,image_289,martin-disler_tornado-tango-1984.jpg,0.417
anger,image_42,jean-degottex_antee-iii-1956.jpg,0.429
anger,image_123,kazuo-shiraga_goshiki-sanmai-1976.jpg,0.429
anger,image_435,hans-hofmann_the-conjurer-1959.jpg,0.435
anger,image_232,jack-tworkov_pink-mississippi-1954.jpg,0.435
anger,image_364,patrick-heron_red-garden-1956.jpg,0.455
anger,image_763,lee-krasner_seated-nude-1940.jpg,0.458
anger,image_137,giuseppe-santomaso_incanto-1958.jpg,0.458
anger,image_96,gerardo-dottori_explosion-of-red-on-green-1910.jpg,0.478
anger,image_374,afro_composition-1968.jpg,0.5
anger,image_292,zao-wou-ki_nocturne-1955.jpg,0.5
anger,image_487,marcelle-loubchansky_composition-abstraite-1982.jpg,0.522
anger,image_783,martin-barre_63-m-3-1963.jpg,0.524
anger,image_373,helmut-sturm_untitled-1961-1.jpg,0.545
anger,image_228,kazuo-shiraga_celebration-1967.jpg,0.545
anger,image_79,marcel-barbeau_virgin-forest-1948.jpg,0.55
anger,image_673,bram-van-velde_l-unique-iii-1973.jpg,0.571
anger,image_766,kazuo-shiraga_fire-ritual-1974.jpg,0.583
anger,image_617,sam-gilliam_red-petals.jpg,0.609
anger,image_831,jack-bush_three-greens-and-black-1958.jpg,0.619
anger,image_204,afro_untitled-1962.jpg,0.636
anger,image_126,kazuo-shiraga_bb64-1962.jpg,0.667
anger,image_829,willem-de-kooning_asheville(1).jpg,0.727
disgust,image_30,bernard-cohen_fifth-image-for-j-1976.jpg,-0.833
disgust,image_504,rupprecht-geiger_621-71-1971.jpg,-0.783
disgust,image_605,josef-ma_temp-te-f-camp-1954.jpg,-0.762
disgust,image_523,kazuo-nakamura_inner-structure-1954.jpg,-0.708
disgust,image_584,bernard-cohen_print-1-1967.jpg,-0.682
disgust,image_211,paul-brach_silver-series-1965.jpg,-0.667
disgust,image_291,antonio-calderara_spazio-luce-1959.jpg,-0.667
disgust,image_824,cesar-paternosto_verano-summer-from-the-color-field-soho-series-1967.jpg,-0.652
disgust,image_801,walter-darby-bannard_cherokee-blanket-1964.jpg,-0.636
disgust,image_640,gotthard-graubner_farbraum-1963.jpg,-0.619
disgust,image_500,john-mclaughlin_number-27-1964.jpg,-0.609
disgust,image_587,morris-louis_blue-column-1960.jpg,-0.609
disgust,image_592,charlotte-posenenske_relief-series-b-1967-2(1).jpg,-0.6
disgust,image_900,lawren-harris_abstraction-30-1955.jpg,-0.6
disgust,image_557,giulio-paolini_disegno-geometrico-1960.jpg,-0.591
disgust,image_315,rupprecht-geiger_586-69-gerundetes-rot-1969.jpg,-0.583
disgust,image_132,mark-lancaster_zapruder-green-1968.jpg,-0.583
disgust,image_342,henri-matisse_the-snail-1953.jpg,-0.565
disgust,image_636,pierre-tal-coat_au-matin-1981.jpg,-0.55
disgust,image_785,arkhip-kuindzhi_sunset-in-the-winter-a-coast-of-the-sea.jpg,-0.542
disgust,image_110,joseph-marioni_untitled-yellow-painting-1971.jpg,-0.542
disgust,image_401,willi-baumeister_happy-day-1947.jpg,-0.542
disgust,image_911,jean-messagier_ciel-deplisseur-1971.jpg,-0.542
disgust,image_258,ernst-wilhelm-nay_untitled-1957.jpg,-0.542
disgust,image_675,john-mclaughlin_number-13-1961.jpg,-0.526
disgust,image_329,bernard-cohen_print-6-1967.jpg,-0.524
disgust,image_819,friedel-dzubas_untitled-1968.jpg,-0.524
disgust,image_869,agnes-martin_the-islands-1961(1).jpg,-0.522
disgust,image_261,ron-gorchov_foley-1967.jpg,-0.522
disgust,image_628,denise-green_to-draw-on-1977.jpg,-0.522
disgust,image_253,ellsworth-kelly_red-yellow-blue-iii-1966.jpg,-0.522
disgust,image_508,marcelle-cahn_composition-abstraite-1926.jpg,-0.522
disgust,image_381,francois-morellet_32-rectangles-1953.jpg,-0.522
disgust,image_751,walter-darby-bannard_split-band-1962.jpg,-0.5
disgust,image_28,yves-gaucher_vert-brun-bleu-et-ochre-1974.jpg,-0.5
disgust,image_81,nicolas-de-sta-l_chemin-de-fer-au-bord-de-la-mer-soleil-couchant-1955.jpg,-0.5
disgust,image_461,agnes-martin_the-harvest-1965.jpg,-0.5
disgust,image_337,peter-joseph_yellow-painting-1969.jpg,-0.478
disgust,image_84,jean-messagier_la-grande-fracture-des-matins-1992.jpg,-0.478
disgust,image_257,johannes-jan-schoonhoven_combination-1968.jpg,-0.478
disgust,image_221,paul-klee_new-harmony-1936.jpg,-0.478
disgust,image_870,fernand-leduc_microchromie-gris-puissance-6-1977.jpg,-0.478
disgust,image_626,paul-jenkins_phenomena-astral-blue.jpg,-0.478
disgust,image_830,louis-cane_papier-d-coup-et-coll-1967.jpg,-0.478
disgust,image_264,bob-law_nothing-to-be-afraid-of-iv-15-8-69-1969.jpg,-0.478
disgust,image_873,michel-seuphor_composition-v-1929.jpg,-0.478
disgust,image_662,olivier-debre_petit-jardin-du-jaune-1976.jpg,-0.478
disgust,image_498,frank-stella_harran-ii-1967.jpg,-0.476
disgust,image_769,john-hoyland_april-1961-1961.jpg,-0.476
disgust,image_210,antonio-calderara_spazio-luce-1961.jpg,-0.476
disgust,image_863,antonio-palolo_lisbon-1973.jpg,-0.476
disgust,image_595,john-mclaughlin_untitled-1963.jpg,-0.458
disgust,image_778,fernando-lanhas_o32-60-1960.jpg,-0.458
disgust,image_386,mario-cesariny_a-torre-de-pisa-vai-cair-1978.jpg,-0.458
disgust,image_286,johannes-jan-schoonhoven_quadratenrelief-met-schuine-binnenvlaken-in-4-richtingen-1967.jpg,-0.458
disgust,image_558,rudolf-bauer_invention-composition-31-1933.jpg,-0.455
disgust,image_397,georgia-o-keeffe_series-i-no-3.jpg,-0.455
disgust,image_194,theo-van-doesburg_heroic-movement-1916.jpg,-0.455
disgust,image_848,barnett-newman_vir-heroicus-sublimis-1951.jpg,-0.455
disgust,image_736,blinky-palermo_butterfly-ii-1969.jpg,-0.455
disgust,image_266,yves-klein_untitled-blue-monochrome-1959.jpg,-0.435
disgust,image_789,edward-corbett_untitled-1969.jpg,-0.435
disgust,image_602,sven-lukin_untitled-1964.jpg,-0.435
disgust,image_826,cesar-paternosto_modez-1971.jpg,-0.429
disgust,image_825,josef-ma_hot-air-balloon-1926.jpg,-0.429
disgust,image_879,rupprecht-geiger_675-73-sequenz-kalt-warm-portrait-der-farbe-cerise-1973.jpg,-0.417
disgust,image_753,cesar-paternosto_staccato-1965.jpg,-0.417
disgust,image_483,mark-rothko_untitled-blue-divided-by-blue-1966.jpg,-0.417
disgust,image_269,leon-berkowitz_oblique-7-1968.jpg,-0.409
disgust,image_41,friedel-dzubas_ascona-1976.jpg,-0.4
disgust,image_201,herbert-zangs_folding-1955.jpg,-0.391
disgust,image_229,raoul-de-keyser_kalklijnen-hoek-1971.jpg,-0.391
disgust,image_616,louis-cane_toile-d-coup-e-1970.jpg,-0.391
disgust,image_784,mark-rothko_orange-and-yellow(1).jpg,-0.381
disgust,image_827,larry-zox_fowey-light-1974.jpg,-0.381
disgust,image_742,edward-avedisian_untitled-203-watercolor-ball-1965.jpg,-0.381
disgust,image_94,robert-huot_silver-kiss-1968.jpg,-0.375
disgust,image_178,janos-mattis-teutsch_composition-1920(2).jpg,-0.375
disgust,image_644,guido-molinari_untitled-1954.jpg,-0.375
disgust,image_671,jack-bush_striped-column-1964.jpg,-0.375
disgust,image_668,robert-ryman_untitled-1965.jpg,-0.375
disgust,image_808,sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,-0.368
disgust,image_517,lawren-harris_lsh-134-1950.jpg,-0.364
disgust,image_399,robert-ryman_classico-5-1968.jpg,-0.364
disgust,image_472,gene-davis_passion-flower-1968(1).jpg,-0.364
disgust,image_530,edward-corbett_mt-holyoke-45-1956.jpg,-0.364
disgust,image_100,rupprecht-geiger_725-78-farbraum-geist-und-materie-1978.jpg,-0.364
disgust,image_666,gerardo-dottori_ritmi-astrali-1916.jpg,-0.35
disgust,image_889,nicolas-de-sta-l_les-martigues-composition-1954.jpg,-0.348
disgust,image_305,johannes-jan-schoonhoven_zeshoeken-1968.jpg,-0.348
disgust,image_29,morris-louis_phi-1961.jpg,-0.348
disgust,image_368,johannes-jan-schoonhoven_square-with-diagonals-1967.jpg,-0.333
disgust,image_847,olivier-debre_tout-vert-1966.jpg,-0.333
disgust,image_334,sam-francis_untitled-lembark-i92-1988.jpg,-0.333
disgust,image_618,wassily-kandinsky_yellow-red-blue-1925.jpg,-0.333
disgust,image_741,rodolfo-arico_untitled-1966-1.jpg,-0.333
disgust,image_698,agnes-martin_red-bird-1964.jpg,-0.333
disgust,image_554,jean-degottex_levez-le-doigt-et-tout-l-univers-est-l-1959.jpg,-0.333
disgust,image_571,larry-zox_niagara-series-iv-1980.jpg,-0.333
disgust,image_597,tess-jaray_untitled-1967.jpg,-0.318
disgust,image_729,georgia-o-keeffe_music-pink-and-blue-ii.jpg,-0.318
disgust,image_312,josef-ma_orph-e-1958.jpg,-0.304
disgust,image_127,jean-le-moal_les-arbres-1954.jpg,-0.304
disgust,image_773,lyubov-popova_painterly-architectonic.jpg,-0.304
disgust,image_771,paul-jenkins_tibetan-flange.jpg,-0.304
disgust,image_464,john-mclaughlin_number-23-1960.jpg,-0.304
disgust,image_713,robert-huot_two-blue-suits-1967.jpg,-0.304
disgust,image_798,pierre-tal-coat_du-c-t-de-la-dr-me-1979.jpg,-0.304
disgust,image_54,yves-klein_untitled-white-monochrome-1957-1.jpg,-0.292
disgust,image_603,agnes-martin_untitled-1959.jpg,-0.292
disgust,image_545,jean-degottex_suite-la-rose-1959.jpg,-0.292
disgust,image_810,sam-francis_ammonite-sfm-82-063-1982(1).jpg,-0.292
disgust,image_108,louis-cane_toile-d-coup-e-1976.jpg,-0.292
disgust,image_158,ron-gorchov_untitled-1968.jpg,-0.292
disgust,image_214,victor-servranckx_red-rotation-1922.jpg,-0.292
disgust,image_620,nicolas-de-sta-l_fleurs-rouges-1952.jpg,-0.286
disgust,image_344,morris-louis_number-182-1961.jpg,-0.286
disgust,image_821,john-ferren_lutte-as-ciel-1937.jpg,-0.286
disgust,image_335,norman-bluhm_pygmalion-1979.jpg,-0.286
disgust,image_715,claude-tousignant_monochrome-orang-1956.jpg,-0.286
disgust,image_213,theodoros-stamos_deseret-1959.jpg,-0.273
disgust,image_17,jean-arp_abstract-composition.jpg,-0.273
disgust,image_130,giulio-turcato_comizio-1948.jpg,-0.273
disgust,image_866,rudolf-bauer_con-roso-1918.jpg,-0.263
disgust,image_906,luis-feito_abstracto-en-grises-y-azules-1956.jpg,-0.261
disgust,image_707,paul-feeley_untitled-april-15-1964.jpg,-0.261
disgust,image_295,denise-green_untitled-vessel-10-1977.jpg,-0.261
disgust,image_102,max-weber_slide-lecture-at-the-metropolitan-museum.jpg,-0.261
disgust,image_270,wassily-kandinsky_color-study-squares-with-concentric-circles-1913(1).jpg,-0.261
disgust,image_58,michel-parmentier_untitled-1967.jpg,-0.261
disgust,image_782,david-kakabadze_sailboats-1921(1).jpg,-0.261
disgust,image_858,nicholas-krushenick_james-bond-meets-pussy-galore-1965.jpg,-0.261
disgust,image_161,alma-woodsey-thomas_autumn-leaves-fluttering-in-the-breeze-1973.jpg,-0.261
disgust,image_372,park-seo-bo_hereditarius-no-1-68-a-1968.jpg,-0.25
disgust,image_734,paul-klee_highway-and-byways-1929(1).jpg,-0.25
disgust,image_835,olivier-debre_blanche-de-l-acropolea-1988.jpg,-0.25
disgust,image_510,victor-servranckx_opus-4-1949.jpg,-0.25
disgust,image_405,walter-darby-bannard_hopewell-valley-sun-1959.jpg,-0.25
disgust,image_357,maurice-esteve_l-accueil-1954-1.jpg,-0.238
disgust,image_406,richard-mortensen_movement-in-nature-1938.jpg,-0.238
disgust,image_32,mark-lancaster_fourths-1969.jpg,-0.238
disgust,image_641,fernand-leduc_triptyque-ocre-violet-rouge-1965.jpg,-0.238
disgust,image_653,alberto-magnelli_conversations-1958.jpg,-0.227
disgust,image_837,jean-rene-bazaine_fuite-d-act-on-1984.jpg,-0.227
disgust,image_542,frank-stella_the-marriage-of-reason-and-squalor-1959.jpg,-0.227
disgust,image_535,jack-bush_sing-sing-sing-1974.jpg,-0.227
disgust,image_70,kazuo-nakamura_morning-mist-1951.jpg,-0.227
disgust,image_227,fernand-leduc_passage-rosion-vermillion-1967.jpg,-0.227
disgust,image_433,janos-mattis-teutsch_soulflowers.jpg,-0.227
disgust,image_272,olivier-debre_blanche-rose-1982.jpg,-0.227
disgust,image_389,john-hoyland_28-5-66-1966.jpg,-0.217
disgust,image_180,victor-pasmore_yellow-abstract-1961.jpg,-0.217
disgust,image_212,jean-messagier_tranche-courants-1971.jpg,-0.217
disgust,image_841,leon-berkowitz_source-7-1976.jpg,-0.217
disgust,image_147,jean-degottex_criture-1961.jpg,-0.217
disgust,image_574,christo-coetzee_spiral-axis-1949.jpg,-0.211
disgust,image_828,francis-bott_composition-1949.jpg,-0.208
disgust,image_189,bernard-cohen_matter-of-identity-i-1963.jpg,-0.208
disgust,image_82,paul-brach_the-negative-way-10-1964.jpg,-0.208
disgust,image_585,paul-feeley_the-other-side-1957.jpg,-0.208
disgust,image_310,perle-fine_cool-series-no-26-first-love-1963.jpg,-0.208
disgust,image_806,agnes-martin_the-peach-1964.jpg,-0.208
disgust,image_471,sam-francis_untitled-yellow-1961.jpg,-0.19
disgust,image_767,tsuruko-yamazaki_work-1967.jpg,-0.19
disgust,image_704,david-bomberg_ju-jitsu-1913.jpg,-0.182
disgust,image_223,rudolf-bauer_red-staff-1937.jpg,-0.182
disgust,image_881,kenzo-okada_footsteps-1954.jpg,-0.182
disgust,image_307,kazuo-nakamura_structures-1956.jpg,-0.182
disgust,image_205,walter-darby-bannard_mandragora-1969.jpg,-0.182
disgust,image_645,paul-feeley_germanicus-1960.jpg,-0.174
disgust,image_141,walter-darby-bannard_liberty-garden-1972.jpg,-0.174
disgust,image_428,antonio-calderara_spazio-luce-1963.jpg,-0.174
disgust,image_40,joe-goode_untitled-1971.jpg,-0.174
disgust,image_409,barnett-newman_not-detected-265181(1).jpg,-0.174
disgust,image_579,peter-joseph_untitled-1967.jpg,-0.174
disgust,image_146,arthur-dove_sunrise-1924.jpg,-0.174
disgust,image_45,mario-schifano_grande-angolo-1963.jpg,-0.174
disgust,image_423,edward-wadsworth_landscape-1913(1).jpg,-0.174
disgust,image_341,hedda-sterne_tondo-22-1953.jpg,-0.167
disgust,image_136,clyfford-still_1950-k-no-1-1950.jpg,-0.167
disgust,image_639,myron-stout_untitled-1955.jpg,-0.167
disgust,image_465,otto-freundlich_composition-1919.jpg,-0.167
disgust,image_427,janos-mattis-teutsch_composition-1922-2.jpg,-0.167
disgust,image_755,brice-marden_cogitatio-1978.jpg,-0.167
disgust,image_370,rupprecht-geiger_467-67-1967.jpg,-0.167
disgust,image_293,vilhelm-lundstrom_composition-i-1918.jpg,-0.158
disgust,image_446,serge-charchoune_the-small-black-holes-1927.jpg,-0.158
disgust,image_719,agnes-martin_untitled-1959-1.jpg,-0.143
disgust,image_709,olivier-debre_rose-de-la-montagne-1991.jpg,-0.143
disgust,image_672,richard-mortensen_ajaccio-i-1959.jpg,-0.143
disgust,image_578,carmen-herrera_red-with-white-triangle-1961.jpg,-0.136
disgust,image_387,antonio-calderara_spazio-luce-1967.jpg,-0.136
disgust,image_377,ernst-wilhelm-nay_rhythmic-composition-1951.jpg,-0.136
disgust,image_505,ronnie-landfield_rite-of-spring-1985.jpg,-0.136
disgust,image_3,alfred-manessier_untitled-1952.jpg,-0.136
disgust,image_568,paul-brach_the-negative-way-2-1964.jpg,-0.136
disgust,image_403,bradley-walker-tomlin_no-5-1952.jpg,-0.13
disgust,image_527,janos-mattis-teutsch_composition-1923-1(8).jpg,-0.13
disgust,image_285,sam-francis_dream-it-is-1963.jpg,-0.13
disgust,image_6,theodoros-stamos_classic-yellow-sun-box-1968.jpg,-0.13
disgust,image_268,pierre-daura_f1-1930.jpg,-0.13
disgust,image_78,jean-degottex_red-petal-2-1972.jpg,-0.13
disgust,image_162,hilma-af-klint_the-swan-no-16-1915.jpg,-0.125
disgust,image_840,mark-rothko_yellow-cherry-orange.jpg,-0.125
disgust,image_898,alfred-manessier_la-s-ve-1963.jpg,-0.125
disgust,image_95,richard-pousette-dart_symphony-no-1-the-transcendental-1942.jpg,-0.125
disgust,image_680,alberto-magnelli_points-d-hostilite-no-2-a-1941.jpg,-0.1
disgust,image_47,hilma-af-klint_chaos-nr-2-1906.jpg,-0.1
disgust,image_502,willi-baumeister_africa-i-1942.jpg,-0.095
disgust,image_537,friedel-dzubas_tundra-ii-1962.jpg,-0.095
disgust,image_477,paul-jenkins_not_detected_235726.jpg,-0.095
disgust,image_520,victor-servranckx_factory-1920.jpg,-0.091
disgust,image_332,herbert-zangs_peinture-relief-1955.jpg,-0.091
disgust,image_600,jacoba-van-heemskerck_bild-no-84-1918.jpg,-0.091
